Jelgavas novads,Jelgavas apriņķis,B,"Jelgavas novada Elejas pagasta saieta nama Jauniešu deju kolektīvs ""Tracis""",Ivita Lejava-Majore,"54,7",I pakāpe,"44,7",10
Limbažu novads,Limbažu apriņķis,B,"Skultes pagasta Skultes Kultūras intergrācijas centra Jauniešu deju kolektīvs ""Skulte""",Elīna Medne,"54,7",I pakāpe,"44,7",10
Bauskas novads,Bauskas apriņķis,B,"Bauskas Bērnu un jauniešu centra Jauniešu deju kolektīvs ""Mēmelīte""",Ligita Irbīte,"54,5",I pakāpe,"44,5",10
Tērvetes novads,Dobeles apriņķis,B,"Tērvetes novada Tērvetes kultūras nama Jauniešu deju kolektīvs ""Avots""",Elīna Medne,"54,5",I pakāpe,"44,5",10
Rīgas pilsēta,Rīgas pilsēta,B,Rīgas pašvaldības Kultūras iestāžu apvienības Kultūras centra „Iļģuciems” jauniešu deju kolektīvs „Latve”,Kristīne Jirgensone,"54,2",I pakāpe,"44,2",10
Viļānu novads,Rēzeknes apriņķis,B,Viļānu novada Viļānu kultūras nama jauniešu deju kopa “Austra”  ,Lūcija Kukaine,"54,2",I pakāpe,"44,2",10
Dobeles novads,Dobeles apriņķis,B,"Dobeles Kultūras nama Jauniešu deju kolektīvs ""Drīziņš""",Gints Baumanis,"54,0",I pakāpe,"44,0",10
Jelgavas pilsēta,Jelgavas pilsēta,B,"Latvijas Lauksaimniecības universitātes Jauniešu deju kolektīvs ""Skalbe""",Liene Liniņa,"54,0",I pakāpe,"44,0",10
Krāslavas novads,Krāslavas apriņķis,B,Krāslavas novada Krāslavas kultūras nama jauniešu deju kolektīvs “Raita”,Valda Timule,"53,8",I pakāpe,"43,8",10
Krimuldas novads,Siguldas apriņķis,B,"Krimuldas novada Lēdurgas kultūras nama Jauniešu deju kolektīvs ""Metieniņš""",Raivis Eglītis,"53,8",I pakāpe,"43,8",10
Rīgas pilsēta,Rīgas pilsēta,B,Rīgas 45. vidusskolas jauniešu deju kolektīvs “ČIEKURS”,Ineta Bērziņa,"53,8",I pakāpe,"43,8",10
Saulkrastu novads,Siguldas apriņķis,B,"Saulkrastu novada pašvaldības aģentūras ""Saulkrastu kultūras un sporta centrs"" Jauniešu deju kolektīvs ""Krustu šķērsu""",Jānis Kalniņš,"53,8",I pakāpe,"43,8",10
Grobiņas novads,Liepājas apriņķis,B,Grobiņas pilsētas domes jauniešu deju kolektīvs “Spararats”  ,Inga Papirte,"53,7",I pakāpe,"43,7",10
Valmieras pilsēta,Valmieras apriņķis,B,"Valmieras Pārgaujas ģimnāzijas Jauniešu deju kolektīvs ""Pārgaujas Delveri""",Gunita Kļaviņa,"53,7",I pakāpe,"43,7",10
Rīgas pilsēta,Rīgas pilsēta,B,VEF Kultūras pils Tautas deju ansamblis „Zelta Sietiņš - 1”,Baiba Rasma Šteina,"53,5",I pakāpe,"43,5",10
Kokneses novads,Aizkraukles apriņķis,B,Kokneses novada Kokneses kultūras nama Jauniešu deju kolektīvs,Kornēlija Reisnere,"53,3",I pakāpe,"43,3",10
Alūksnes novads,Alūksnes apriņķis,B,"Alūksnes Bērnu un jauniešu centra deju kolektīvs ""Enku Drenku""",Daiga Ozoliņa,"53,2",I pakāpe,"43,2",10
Rīgas pilsēta,Rīgas pilsēta,B,Rīgas 64. vidusskolas deju kolektīvs „DZĒRVENĪTE”,Agnese Melina un Agnese Stanke,"53,2",I pakāpe,"43,2",10
Rīgas pilsēta,Rīgas pilsēta,B,Rīgas Mākslas un Mediju tehnikuma jauniešu deju kolektīvs „Dārdari”,Lilija Lipora,"53,0",I pakāpe,"43,0",10
Tukuma novads,Tukuma apriņķis,B,Tukuma novada Tukuma Mākslas skolas jauniešu deju kolektīvs „Luste”,Madara Augule,"53,0",I pakāpe,"43,0",10
Liepājas pilsēta,Liepājas apriņķis,B,Profesionālās izglītības kompetences centra “Liepājas Valsts tehnikums” jauniešu deju kolektīvs “Odziņa”  ,Inta Āboliņa,"52,8",I pakāpe,"42,8",10
Olaines novads,Pierīgas apriņķis,B,"Olaines novada Jaunolaines Kultūras nama Jauniešu deju kolektīvs ""Kalējs""",Mārcis Zeibots,"52,8",I pakāpe,"42,8",10
Salaspils novads,Pierīgas apriņķis,B,"Salaspils novada kultūras nama ""Rīgava"" Jauniešu deju kolektīvs ""Austriņš""",Mārtiņš Pēdājs,"52,8",I pakāpe,"42,8",10
Jaunjelgavas novads,Aizkraukles apriņķis,B,"Jaunjelgavas novada Jauniešu deju kolektīvs ""Kodoliņš""",Gunita Krievāne,"52,5",I pakāpe,"42,5",10
Dobeles novads,Dobeles apriņķis,B,"Dobeles Valsts ģimnāzijas Jauniešu deju kolektīvs ""Solis""",Ligita Urbele,"52,3",I pakāpe,"42,3",10
Gulbenes novads,Gulbenes apriņķis,B,"Stāmerienas pagasta tautas nama Jauniešu deju kolektīvs ""Poga""",Zaiga Mangusa,"52,3",I pakāpe,"42,3",10
Rīgas pilsēta,Rīgas pilsēta,B,Latvijas Universitātes biedrības “Juventus” jauniešu deju kolektīvs „DANCĪTIS - 1”,Ilze Dzene,"52,2",I pakāpe,"42,2",10
Dagdas novads,Krāslavas apriņķis,B,Dagdas novada Dagdas tautas nama Tautas deju ansamblis “Dagda”,Rita Vaišļa,"52,0",I pakāpe,"42,0",10
Ilūkstes novads,Daugavpils apriņķis,B,Ilūkstes novada kultūras centra jauniešu deju kolektīvs “Ance” ,Anita Meikšāne,"52,0",I pakāpe,"42,0",10
Liepājas pilsēta,Liepājas apriņķis,B,Liepājas Bērnu un jaunatnes centra jauniešu deju kolektīvs “Spārni”   ,Kristīne Kārkliņa,"52,0",I pakāpe,"42,0",10
Rīgas pilsēta,Rīgas pilsēta,B,Bērnu un jauniešu centra  „IK AUSEKLIS” deju kolektīvs „DANCĪTIS - 2”,Ilze Dzene,"52,0",I pakāpe,42,10
Saldus novads,Saldus apriņķis,B,"Saldus novada Pašvaldības aģentūras “Saldus Tūrisma informācijas, kultūras un sporta centrs” Tautas deju ansamblis “Kursa”   ",Inese Buša,"51,8",I pakāpe,"41,8",10
Talsu novads,Talsu apriņķis,B,Talsu Valsts ģimnāzijas jauniešu deju kolektīvs “Delveri”    ,Lita Freimane,"51,8",I pakāpe,"41,8",10
Engures novads,Tukuma apriņķis,B,Engures novada Engures kultūras nama jauniešu deju kolektīvs  “Ungurs”  ,Juris Poga,"51,7",I pakāpe,"41,7",10
Valmieras pilsēta,Valmieras apriņķis,B,"Valmieras Jauniešu centra ""Vinda"" deju kopa ""Liesmiņa""",Liana Ozoliņa,"51,5",I pakāpe,"41,5",10
Dundagas novads,Talsu apriņķis,B,Dundagas novada Dundagas kultūras pils jauniešu deju kolektīvs “Dun-dang”   ,Dace Treinovska,"51,3",I pakāpe,"41,3",10
Jaunpiebalgas novads,Cēsu apriņķis,B,"Jaunpiebalgas novada Jaunpiebalgas pagasta Kultūras nama Jauniešu deju kolektīvs ""Piebaldzēni""",Lāsma Skutāne,"51,3",I pakāpe,"41,3",10
Ogres novads,Ogres apriņķis,B,Ogres novada Suntažu  pagasta  Suntažu kultūras nama jauniešu deju kolektīvs “Spāre” ,Aiga Jermaka,"51,3",I pakāpe,"41,3",10
Pārgaujas novads,Cēsu apriņķis,B,"Pārgaujas novada Straupes pagasta tautas nama jauniešu deju kolektīvs ""Idumeja""",Ginta Berķe,"51,2",I pakāpe,"41,2",10
Rīgas pilsēta,Rīgas pilsēta,B,Rīgas pašvaldības Kultūras iestāžu apvienības Kultūras centra „Iļģuciems” jauniešu deju kolektīvs „Dejotprieks”,Sandra Keisele,"51,2",I pakāpe,"41,2",10
Ogres novads,Ogres apriņķis,B,Ogres novada Ogresgala pagasta Ogresgala tautas nama jauniešu deju kolektīvs “Ābeļzieds”    ,Egita Tontegode,"51,0",I pakāpe,"41,0",10
Rīgas pilsēta,Rīgas pilsēta,B,Āgenskalna Valsts ģimnāzijas jauniešu deju kolektīvs “VAINAGS”,Zigrīda Teivāne,"50,8",I pakāpe,"40,8",10
Talsu novads,Talsu apriņķis,B,Talsu novada Ģibuļu pagasta Pastendes kultūras nama jauniešu deju kolektīvs “Austris”   ,Iveta Kālberga,"50,7",I pakāpe,"40,7",10
Valmieras pilsēta,Valmieras apriņķis,B,"Valmieras Valsts ģimnāzijas Jauniešu deju kolektīvs ""Pērkonītis""",Liesma Ērgle,"50,7",I pakāpe,"40,7",10
Ikšķiles novads,Pierīgas apriņķis,B,"Ikšķiles novada pašvaldības Jauniešu deju kolektīvs ""Spole""",Gundega Spūle,"50,5",I pakāpe,"40,5",10
Limbažu novads,Limbažu apriņķis,B,"Viļķenes pagasta kultūras nama Jauniešu deju kolektīvs ""Dīdeklis"" ",Baiba Adamoviča,"50,5",I pakāpe,"40,5",10
Rēzeknes novads,Rēzeknes apriņķis,B,Rēzeknes novada Feimaņu pagasta kultūras nama jauniešu deju kolektīvs “Vīmyns”   ,Guntis Tjarvja,"50,5",I pakāpe,"40,5",10
Daugavpils novads,Daugavpils apriņķis,B,Daugavpils novada Daugavpils Universitātes studentu deju ansamblis “Laima”   ,Jānis Butkevičs,"50,3",I pakāpe,"40,3",10
Smiltenes novads,Smiltenes apriņķis,B,"Smiltenes tehnikuma Jauniešu deju kolektīvs ""Amatnieki""",Anda Kalniņa,"50,3",I pakāpe,"40,3",10
Rēzeknes novads,Rēzeknes apriņķis,B,Rēzeknes novada Gaigalavas pagasta kultūras nama jauniešu deju kolektīvs “Krēslīte”   ,Maira Gribuste,"50,2",I pakāpe,"40,2",10
Ķekavas novads,Pierīgas apriņķis,B,"Ķekavas novada pašvaldības Katlakalna tautas nama Jauniešu deju kolektīvs ""Katlakalns""",Mārtiņš Pēdājs,"50,0",I pakāpe,"40,0",10
Olaines novads,Pierīgas apriņķis,B,"Olaines novada Olaines 1.vidusskolas Jauniešu deju kolektīvs ""Dzērve""",Juris Gogulis,"50,0",I pakāpe,"40,0",10
Salacgrīvas novads,Limbažu apriņķis,B,"Salacgrīvas Kultūras nama Jauniešu deju kolektīvs ""Randa""",Anita Gīze,"49,8",II pakāpe,"39,8",10
Madonas novads,Madonas apriņķis,B,Madonas novada Madonas pilsētas kultūras nama Tautas deju ansamblis “Vidzeme I” ,Rudīte Jurciņa,"49,7",II pakāpe,"39,7",10
Rīgas pilsēta,Rīgas pilsēta,B,VEF Kultūras pils jauniešu deju kopa „Bramaņi”,Taiga Ludborža,"49,7",II pakāpe,"39,7",10
Priekuļu novads,Cēsu apriņķis,B,"Priekuļu novada Priekuļu tehnikuma Jauniešu deju kolektīvs ""Virpulis""",Uldis Blīgzna,"49,5",II pakāpe,"39,5",10
Madonas novads,Madonas apriņķis,B,Madonas novada Madonas Valsts ģimnāzijas Tautas deju ansamblis “Vidzeme II” ,Rudīte Jurciņa,"49,3",II pakāpe,"39,3",10
Valmieras pilsēta,Valmieras apriņķis,B,"Valmieras Viestura vidusskolas Jauniešu deju kolektīvs ""Viesturietis""",Arta Stikāne,"48,0",II pakāpe,"38,0",10
Mārupes novads,Pierīgas apriņķis,B,"Mārupes novada domes kultūras nama Jauniešu deju kolektīvs ""Mārupe""",Rolands Levics,"47,8",II pakāpe,"37,8",10
Ogres novads,Ogres apriņķis,B,Ogres novada Lauberes pagasta Lauberes kultūras nama jauniešu deju kolektīvs “Spiets”   ,Ingrīda Eglīte,"47,8",II pakāpe,"37,8",10
Ludzas novads,Ludzas apriņķis,B,Ludzas novada Ludzas Bērnu un jauniešu centra jauniešu deju kolektīvs “Žeperi”  ,Sarmīte Stapule,"47,5",II pakāpe,"37,5",10
Carnikavas novads,Siguldas apriņķis,B,"Carnikavas novada Carnikavas tautas nama ""Ozolaine"" Jauniešu deju kolektīvs ""Abi divi""",Anita un Jānis Precinieki,"47,3",II pakāpe,"37,3",10
Ventspils pilsēta,Ventspils apriņķis,B,Ventspils pilsētas domes Kultūras centra jauniešu deju kolektīvs “Liedags”   ,Inga Liepiņa,"47,3",II pakāpe,"37,3",10
Saldus novads,Saldus apriņķis,B,Saldus novada Novadnieku pagasta jauniešu deju kopa “Sadancis”   ,Dzintars Kaksis,"47,2",II pakāpe,"37,2",10
Rēzeknes novads,Rēzeknes apriņķis,B,Rēzeknes novada Dricānu pagasta pārvaldes Dricānu kultūras nama jauniešu deju kolektīvs “Jumalēni”   ,Silvija Bokta,"46,5",II pakāpe,"36,5",10
Limbažu novads,Limbažu apriņķis,B,"Skultes pagasta Skultes Kultūras intergrācijas centra Jauniešu deju kolektīvs ""Prieks""",Rasma Graudīte,"46,3",II pakāpe,"36,3",10
Rīgas pilsēta,Rīgas pilsēta,B,Rīgas Latviešu biedrības Tautas deju ansamblis „Vija”,Jānis Vilcāns,"46,2",II pakāpe,"36,2",10
Priekuļu novads,Cēsu apriņķis,B,"Priekuļu novada Veselavas pagasta tautas nama Jauniešu deju kolektīvs ""Veselava""",Emerita Gruzde,"45,8",II pakāpe,"35,8",10
Salacgrīvas novads,Limbažu apriņķis,B,"Salacgrīvas novada Liepupes Tautas nama Jauniešu deju kolektīvs ""Liepupīte""",Jānis Trezuns,"44,8",III pakāpe,"34,8",10
Rīgas pilsēta,Rīgas pilsēta,B,SIA „Arodbiedrību klubs „Vecrīga”” Tautas deju ansamblis „Rīdzenieks”,Egita Klieģe,"43,0",III pakāpe,"33,0",10
Jelgavas pilsēta,Jelgavas pilsēta,C,"Jelgavas pilsētas pašvaldības iestādes ""Kultūra"" Bērnu un jauniešu deju kolektīvs ""Vēja zirdziņš""",Alda Skrastiņa,"49,0",Augstākā pakāpe,"49,0",0
Balvu novads,Balvu apriņķis,C,"Kubulu pagasta Kultūras nama deju kolektīvs ""Cielaviņa""",Zita Kravale,"48,2",Augstākā pakāpe,"48,2",0
Cēsu novads,Cēsu apriņķis,C,"Cēsu novada pašvaldības aģentūras ""Cēsu Kultūras un Tūrisma centrs"" Tautas deju kolektīvs ""Randiņš""",Sandra Bārtniece,"48,0",Augstākā pakāpe,"48,0",0
Lubānas novads,Madonas apriņķis,C,Lubānas novada Lubānas vidusskolas jauniešu deju kolektīvs    ,Lienīte Ozolniece ,"47,8",Augstākā pakāpe,"47,8",0
Baltinavas novads,Balvu apriņķis,C,"Baltinavas Kultūras nama Jauniešu deju kolektīvs ""Kusti kust""",Irēna Kaša,"47,7",Augstākā pakāpe,"47,7",0
Rīgas pilsēta,Rīgas pilsēta,C,Rīgas pašvaldības kultūras iestāžu apvienības koncertorganizācijas „Ave Sol” Tautas deju ansambļa „Teiksma” studija,Inga Pulmane,"47,7",Augstākā pakāpe,"47,7",0
Rīgas pilsēta,Rīgas pilsēta,C,VEF Kultūras pils Tautas deju ansamblis „Zelta Sietiņš”,Baiba Rasma Šteina,"47,7",Augstākā pakāpe,"47,7",0
Babītes novads,Pierīgas apriņķis,C,Babītes novada pašvaldības kultūrizglītības centra jauniešu deju kolektīvs “Kaspīne”   ,Dace Veide,"47,5",Augstākā pakāpe,"47,5",0
Dobeles novads,Dobeles apriņķis,C,"Dobeles novada Jaunbērzes kultūras nama Jauniešu deju kolektīvs ""Māra""",Baiba Smiltniece,"47,0",Augstākā pakāpe,"47,0",0
Kandavas novads,Tukuma apriņķis,C,Kandavas novada Kandavas kultūras nama jauniešu deju kolektīvs „Imuliņa”,Andra Eimane,"46,8",Augstākā pakāpe,"46,8",0
Raunas novads,Cēsu apriņķis,C,"Raunas novada domes Jauniešu deju kolektīvs ""Trejdeviņi""",Ilona Klince,"46,8",Augstākā pakāpe,"46,8",0
Daugavpils pilsēta,Daugavpils apriņķis,C,Daugavpils pilsētas Krievu kultūras centra jauniešu deju kolektīvs “Uzori”  ,Arina Popova,"46,7",Augstākā pakāpe,"46,7",0
Rīgas pilsēta,Rīgas pilsēta,C,Rīgas Angļu ģimnāzijas Tautas deju ansambļa “Līgo” studija,Anita Pielēna-Pelēna,"46,2",Augstākā pakāpe,"46,2",0
Balvu novads,Balvu apriņķis,C,"Vectilžas Sporta un atpūtas centra deju kopa ""Vectilža""",Kristīne Jermacāne,"46,0",Augstākā pakāpe,"46,0",0
Ķekavas novads,Pierīgas apriņķis,C,"Ķekavas novada Baložu vidusskolas Jauniešu deju kolektīvs ""Trejdeviņi""",Līga Plēpe,"46,0",Augstākā pakāpe,"46,0",0
Līvānu novads,Preiļu apriņķis,C,Līvānu novada Līvānu 1.vidusskolas jauniešu deju kolektīvs “Silaviņa”,Andrejs Usārs,"46,0",Augstākā pakāpe,"46,0",0
Rūjienas novads,Valmieras apriņķis,C,"Rūjienas pašvaldības Rūjienas Kultūras nama Jauniešu deju kolektīvs ""Denči""",Ilze Lippe,"45,8",Augstākā pakāpe,"45,8",0
Balvu novads,Balvu apriņķis,C,"Balvu Valsts ģimnāzijas un Balvu Kultūras un atpūtas centra deju kopa ""Rika""",Agris Veismanis,"45,7",Augstākā pakāpe,"45,7",0
Beverīnas novads,Valmieras apriņķis,C,"Beverīnas novada pašvaldības Kauguru pagasta kultūras nama Jauniešu deju kolektīvs ""Trinītis""",Iluta Uškāne,"45,7",Augstākā pakāpe,"45,7",0
Jēkabpils novads,Jēkabpils apriņķis,C,Jēkabpils novada Zasas pagasta Zasas kultūras nama jauniešu deju kolektīvs “Landi”  ,Daiga Ģeidāne,"45,7",Augstākā pakāpe,"45,7",0
Limbažu novads,Limbažu apriņķis,C,"Limbažu Kultūras nama Jauniešu deju kolektīvs ""Jampadracis""",Andis Lēnmanis,"45,7",Augstākā pakāpe,"45,7",0
Bauskas novads,Bauskas apriņķis,C,"Bauskas Valsts ģimnāzijas Jauniešu deju kolektīvs ""Odziņa""",Tamāra Ļisovcova,"45,5",Augstākā pakāpe,"45,5",0
Gulbenes novads,Gulbenes apriņķis,C,"Lizuma Kultūras nama Jauniešu deju kolektīvs ""Veiksme""",Elita Dūte,"45,5",Augstākā pakāpe,"45,5",0
Viesītes novads,Jēkabpils apriņķis,C,Viesītes novada Viesītes kultūras pils jauniešu deju kolektīvs “Augšzeme”  ,Andris Kivlenieks,"45,5",Augstākā pakāpe,"45,5",0
Rīgas pilsēta,Rīgas pilsēta,C,Valsts SIA “Rīgas Tūrisma un radošās industrijas tehnikums” jauniešu deju kolektīvs “LAILE”,Sarmīte Kadiķe,"45,3",Augstākā pakāpe,"45,3",0
Smiltenes novads,Smiltenes apriņķis,C,"Blomes Kultūras nama Jauniešu deju kolektīvs ""Atspēriens""",Evita Kaķīte-Brasa,"45,2",Augstākā pakāpe,"45,2",0
Limbažu novads,Limbažu apriņķis,C,"Limbažu Bērnu un jauniešu centra Tautas deju ansambļa ""Katvari"" studija ""Varavīksne""",Raivis Eglītis,"44,8",I pakāpe,"44,8",0
Ogres novads,Ogres apriņķis,C,Ogres novada Kultūras centra jauniešu deju kolektīvs “Pīlādzītis”   ,Mārīte Baltā,"44,8",I pakāpe,"44,8",0
Lubānas novads,Madonas apriņķis,C,Lubānas novada Lubānas pilsētas kultūras nama jauniešu deju kolektīvs “Žuburi”  ,Laila Ozoliņa,"44,5",I pakāpe,"44,5",0
Bauskas novads,Bauskas apriņķis,C,"Bauskas novada, Īslīces pagasta, Īslīces Kultūras nama Jauniešu deju kolektīvs",Arvils Noviks,"44,3",I pakāpe,"44,3",0
Rīgas pilsēta,Rīgas pilsēta,C,Rīgas Teikas vidusskolas jauniešu deju kolektīvs “SKABARDZĒNI”,Rūta Lauce,"44,3",I pakāpe,"44,3",0
Mālpils novads,Siguldas apriņķis,C,"Mālpils novada vidusskolas Jauniešu deju kolektīvs ""Dunda""",Māra Gaile - Dišereite,"44,2",I pakāpe,"44,2",0
Rīgas pilsēta,Rīgas pilsēta,C,Biedrības „Tautas deju un mūzikas klubs „Liesma”” Bērnu deju ansamblis „DZĪPARIŅŠ”,Renāte Linde,"44,2",I pakāpe,"44,2",0
Gulbenes novads,Gulbenes apriņķis,C,"Gulbenes novada Valsts ģimnāzijas Jauniešu deju kolektīvs ""Rūsiņš""",Edīte Ķikuste,"44,0",I pakāpe,"44,0",0
Rīgas pilsēta,Rīgas pilsēta,C,"Profesionālās izglītības kompetences centra „Rīgas Tehniskā koledža"" jauniešu deju kolektīvs „MAZAIS RITENĪTIS”",Ilze Mažāne un Ingus Ladiga,"44,0",I pakāpe,44,0
Alūksnes novads,Alūksnes apriņķis,C,"Alūksnes Bērnu un jauniešu centra deju kolektīvs ""Enku - Drenku""",Daiga Ozoliņa,"43,8",I pakāpe,"43,8",0
Jēkabpils pilsēta,Jēkabpils apriņķis,C,Jēkabpils pilsētas Bērnu un jauniešu centra jauniešu deju kolektīvs “Delverēni”,Ingrīda Feldmane,"43,8",I pakāpe,"43,8",0
Rīgas pilsēta,Rīgas pilsēta,C,Bērnu un jauniešu centra  „IK AUSEKLIS” deju kolektīvs „DANCĪTIS”,Ilze Dzene,"43,8",I pakāpe,"43,8",0
Saldus novads,Saldus apriņķis,C,Saldus novada Druvas vidusskolas jauniešu deju kolektīvs “Puzurs”   ,Laine Liepa,"43,7",I pakāpe,"43,7",0
Saldus novads,Saldus apriņķis,C,Saldus tehnikuma jauniešu deju kolektīvs “Rota” ,Jeļena Tarasova,"43,7",I pakāpe,"43,7",0
Bauskas novads,Bauskas apriņķis,C,"Bauskas Kultūras centra Tautas deju ansambļa ""Jandāls"" studija",Tamāra Ļisovcova,"43,5",I pakāpe,"43,5",0
Jēkabpils pilsēta,Jēkabpils apriņķis,C,Jēkabpils pilsētas Valsts ģimnāzijas jauniešu deju kolektīvs “Kauranieši” ,Ingrīda Feldmane,"43,5",I pakāpe,"43,5",0
Krāslavas novads,Krāslavas apriņķis,C,Krāslavas pilsētas Bērnu un jauniešu centra jauniešu deju kolektīvs “Raita”   ,Valda Timule,"43,5",I pakāpe,"43,5",0
Rīgas pilsēta,Rīgas pilsēta,C,Rīgas 84. vidusskolas jauniešu deju kolektīvs “SAULE”,Dace Riekstiņa,"43,5",I pakāpe,"43,5",0
Smiltenes novads,Smiltenes apriņķis,C,"Birzuļu tautas nama Jauniešu deju kolektīvs ""Piesitiens""",Evita Kaķīte-Brasa,"43,3",I pakāpe,"43,3",0
Jelgavas novads,Jelgavas apriņķis,C,"Jelgavas novada Līvbērzes pagasta kultūras nama Jauniešu deju kolektīvs ""Spīgana""",Aiga Muzikante,"43,2",I pakāpe,"43,2",0
Saldus novads,Saldus apriņķis,C,Saldus novada Lutriņu pagasta kluba jauniešu deju kolektīvs “Vilks”   ,Jeļena Tarasova,"43,2",I pakāpe,"43,2",0
Siguldas novads,Siguldas apriņķis,C,Siguldas pilsēta Siguldas Valsts ģimnāzijas jauniešu deju kolektīvs „Vizbulīte”,Indra Ozoliņa,"43,2",I pakāpe,"43,2",0
Ērgļu novads,Madonas apriņķis,C,Ērgļu novada Ērgļu pagasta Ērgļu saieta nama jauniešu deju kolektīvs “Ērgļu jaunieši”   ,Antra Grīnberga,"43,0",I pakāpe,"43,0",0
Gulbenes novads,Gulbenes apriņķis,C,"Stradu pagasta Jauniešu deju kolektīvs ""Zeija""",Dace Freimane,"43,0",I pakāpe,"43,0",0
Ilūkstes novads,Daugavpils apriņķis,C,Ilūkstes novada Ilūkstes 1.vidusskolas jauniešu deju kolektīvs “Ance”  ,Dace Parša,"42,8",I pakāpe,"42,8",0
Daugavpils pilsēta,Daugavpils apriņķis,C,Daugavpils pilsētas Valsts ģimnāzijas jauniešu deju kolektīvs “Leiļi”  ,Aija Daugele,"42,3",I pakāpe,"42,3",0
Viļakas novads,Balvu apriņķis,C,"Viļakas pilsētas Kultūras nama Jauniešu deju kolektīvs ""Bitīt'matos""",Diāna Astreiko,"42,3",I pakāpe,"42,3",0
Madonas novads,Madonas apriņķis,C,"Madonas novada Dzelzavas pagasta kultūras nama jauniešu deju kolektīvs ""Dzelzava""",Zaiga Mangusa,"42,2",I pakāpe,"42,2",0
Liepājas pilsēta,Liepājas apriņķis,C,Profesionālās izglītības kompetences centra “Liepājas Valsts tehnikums” jauniešu deju kolektīva “Odziņa”  studija, Inta Āboliņa,"42,0",I pakāpe,"42,0",0
Rīgas pilsēta,Rīgas pilsēta,C,Rīgas Tirdzniecības profesionālās vidusskolas jauniešu deju kolektīvs “TREJDEVIŅI”,Ieva Aizupe,"42,0",I pakāpe,42,0
Rīgas pilsēta,Rīgas pilsēta,C,"Profesionālās izglītības kompetences centra „Rīgas Valsts tehnikums"" jauniešu deju kolektīvs „PAVEDIENS”",Ieva Sīle,"41,8",I pakāpe,"41,8",0
Skrīveru novads,Aizkraukles apriņķis,C,Skrīveru novada Skrīveru Kultūras centra Jauniešu deju kolektīvs,Gita Skudra,"41,8",I pakāpe,"41,8",0
Varakļānu novads,Madonas apriņķis,C,Varakļānu novada Varakļānu vidusskolas jauniešu deju kolektīvs “Ausmeņa” ,Ilona Balode,"41,8",I pakāpe,"41,8",0
Kārsavas novads,Ludzas apriņķis,C,Kārsavas novada Malnavas pagasta Malnavas koledžas jauniešu deju kolektīvs “Malnava”   ,Agnese Medne,"41,5",I pakāpe,"41,5",0
Madonas novads,Madonas apriņķis,C,Madonas novada Kalsnavas pagasta pārvaldes kultūras nama jauniešu deju kolektīvs “Kalsnava”,Zane Cakule,"41,5",I pakāpe,"41,5",0
Ogres novads,Ogres apriņķis,C,Ogres novada Madlienas pagasta Madlienas kultūras nama jauniešu deju kolektīvs “Daina”   ,Agrita Kaužena,"41,5",I pakāpe,"41,5",0
Siguldas novads,Siguldas apriņķis,C,"Siguldas novada Allažu pagasta tautas nama Jauniešu deju kolektīvs ""Ķimenīte""",Aelita Ziemele,"41,5",I pakāpe,"41,5",0
Saldus novads,Saldus apriņķis,C,Saldus Bērnu un jaunatnes centra jauniešu deju kolektīvs “Meduslāse”  ,Sandra Laure un Māra Ziemele,"41,3",I pakāpe,"41,3",0
Smiltenes novads,Smiltenes apriņķis,C,"Grundzāles pagasta Kultūras nama Jauniešu deju kolektīvs ""Riedēni""",Inga Ķestere,"41,3",I pakāpe,"41,3",0
Grobiņas novads,Liepājas apriņķis,C,Grobiņas ģimnāzijas jauniešu deju kolektīvs “Spararats”  ,Inga Papirte,"41,2",I pakāpe,"41,2",0
Krāslavas novads,Krāslavas apriņķis,C,Krāslavas novada Izvaltas pagasta tautas nama jauniešu deju kolektīvs “Rudņa”,Ligita Pelnika,"41,2",I pakāpe,"41,2",0
Ārzemes,Ārzemes,C,"Jauniešu deju kolektīvs ""Londona dejo"" (Londona, Anglija)",Andra Zobens East,"41,0",I pakāpe,41,0
Balvu novads,Balvu apriņķis,C,"Bērzpils pagasta Saieta nama Jauniešu deju kolektīvs ""Jauda""",Iveta Tiltiņa,"41,0",I pakāpe,"41,0",0
Liepājas pilsēta,Liepājas apriņķis,C,Liepājas Draudzīgā  aicinājuma 5.vidusskolas jauniešu deju kolektīvs “Jumītis”,Ilze Jurgilēviča,"41,0",I pakāpe,"41,0",0
Iecavas novads,Bauskas apriņķis,C,Iecavas vidusskolas Jauniešu deju kolektīvs,Solveiga Lineja,"40,8",I pakāpe,"40,8",0
Auces novads,Dobeles apriņķis,C,"Auces novada Vītiņu tautas nama Jauniešu deju kolektīvs ""Virpulis""",Baiba Smiltniece,"40,5",I pakāpe,"40,5",0
Riebiņu novads,Preiļu apriņķis,C,Riebiņu novada kultūras centra jauniešu deju kopa “Strūga”  ,Līga Uzulnīce,"40,5",I pakāpe,"40,5",0
Kokneses novads,Aizkraukles apriņķis,C,"Kokneses novada Vecbebru profesionālās un vispārizglītojošās internātvidusskolas deju kolektīvs ""Kāre""",Sarmīte Plūme,"40,3",I pakāpe,"40,3",0
Madonas novads,Madonas apriņķis,C,Madonas novada Barkavas pagasta kultūras nama jauniešu deju kolektīvs “Pīne”  ,Jolanta Anusāne,"40,3",I pakāpe,"40,3",0
